clean_post,polarity,sentiment,affect_label,label_name
listen cheryomushka origa apple music httpstcofvlhiyunqa,0.0,Neutral,0,non-negative affect
rt enraged man takes four robbers runs car read httpstcodkwnyasgv httpstcoovbvcjf,-0.402,Negative,1,high negative affect
penang drink water straight tap honey pack bags going islanders,0.226,Positve,0,non-negative affect
rt never careful quality water klang valley gud enough like penang,0.263,Positve,0,non-negative affect
yeah thats initial question haha oh well ill try find saj engineer ask layer,0.542,Positve,0,non-negative affect
maybeeee colder countries dont face pipeline corrosion prevalent humidity temperature stuff im making,0.0,Neutral,0,non-negative affect
doesnt look brown taste like metal wouldnt countries face pipeline corrosion issues well,0.557,Positve,0,non-negative affect
ive never fully aware safety standards though intend find need answer answer tomorrows paper,-0.369,Negative,1,high negative affect
yaaaa meng thats josey alright,0.25,Positve,0,non-negative affect
question boil tap water already fulfills safety standards public consumption,0.586,Positve,0,non-negative affect
think im blonde dont eat tempe sambal kicap nerve,0.0,Neutral,0,non-negative affect
wait mean bahasa melayu mother tongue yo gold life cant speak native language mem perk bahasa,0.0,Neutral,0,non-negative affect
im flattered people compliment melayu proficiency,0.691,Positve,0,non-negative affect
sambal kicap runs thick veins mine httpstcodxvtihmf,0.0,Neutral,0,non-negative affect
wth malay word albino balar night stalkers name balanar wtf calling bloodsucking nig httpstcopntcoorzsi,-0.802,Negative,1,high negative affect
rt friends give compliments httpstcomcbkdfszw,0.7,Positve,0,non-negative affect
looks like syndrome,0.361,Positve,0,non-negative affect
find pa thats willing stuff like httpstcouimlkdsvbp,0.361,Positve,0,non-negative affect
hahahahah youre soooo cute tiny id look like grandpa bringing granddaughter standing next,0.67,Positve,0,non-negative affect
need cosplay partner cosplay hodamn goals gila,0.0,Neutral,0,non-negative affect
rt pic lol httpstcoptmsluei,0.421,Positve,0,non-negative affect
rt see brother wife feat baby bump dressing daughter,0.0,Neutral,0,non-negative affect
tak sure bila beli currency sana import balik murah lah tapi need fulfill criteria,0.637,Positve,0,non-negative affect
holy hell httpstcoutoyruk,-0.681,Negative,1,high negative affect
like phone force fx name brand lukes lightsaber model,0.361,Positve,0,non-negative affect
sure mate remind currently final exams get robes omg many questions,0.318,Positve,0,non-negative affect
also draw haha,0.459,Positve,0,non-negative affect
brooo lightsaber,0.0,Neutral,0,non-negative affect
dare torchlight okay glowing dildok know girls never understand,0.226,Positve,0,non-negative affect
show za lightsaburrr,0.0,Neutral,0,non-negative affect
dude bought one yo dude hi,0.0,Neutral,0,non-negative affect
rt taxi driver,0.0,Neutral,0,non-negative affect
friends underage siblings please unfollow already start cussing like sailor thankyou considerate big bro,0.869,Positve,0,non-negative affect
prettiest thing ever dont know httpstcodgxzfmgg,0.572,Positve,0,non-negative affect
share find something like wanna see hahaha thanks follows,0.881,Positve,0,non-negative affect
exactly httpstcosktwdazrm make customs ones generic ones viewed store page,0.0,Neutral,0,non-negative affect
starting price around rm well made heavy duty dueling,0.273,Positve,0,non-negative affect
actually put azfar childish babino httpstcokiruyzb,-0.296,Negative,1,high negative affect
surprisingly opening university doesnt actually cost much,0.296,Positve,0,non-negative affect
azam siam considered malay tf know circle boundaries,0.0,Neutral,0,non-negative affect
done done haha,0.459,Positve,0,non-negative affect
bawa taxi tapi ayah dia finally happy dengan life dia theres something learned ill let think ursef,0.226,Positve,0,non-negative affect
dad hand sekarang kerja bawa taxi guess said family living comfortably,0.718,Positve,0,non-negative affect
need retake exams get new certs wanna physician another country didnt want,-0.057,Negative,1,high negative affect
quit jobs sold everything migrated new zealand bringing whole family em mama dia sekarang tak kerja,0.0,Neutral,0,non-negative affect
ayah dia architect bekas mama dia doctor ada clinic one day got tired thing,-0.44,Negative,1,high negative affect
tak sure friend tu ke one acquaintances university girl tu parents dia pun duduk new zealand,0.67,Positve,0,non-negative affect
student university auckland one night mum cooked lobsters kepala ikan mum invited amp friends,0.477,Positve,0,non-negative affect
years ago mum saw random malaysian girl new zealand mum said hi first got know,0.0,Neutral,0,non-negative affect
ever told story one malaysian couple migrated somewhere im retelling anyways,0.0,Neutral,0,non-negative affect
kan like people dare venture norm,0.361,Positve,0,non-negative affect
reading stories like gives hope man like youll rewarded someday,0.878,Positve,0,non-negative affect
apparently like decided support family selling high quality sabers wonder takes long,0.637,Positve,0,non-negative affect
checked turns company consists people husband wife quit jobs build lightsabers together,0.0,Neutral,0,non-negative affect
remember custom sabers company told one said produced high quality sabers take months,0.0,Neutral,0,non-negative affect
exams remember date every single day,0.0,Neutral,0,non-negative affect
dark souls,0.0,Neutral,0,non-negative affect
rt best concept httpstcovdfbihgo,0.637,Positve,0,non-negative affect
dye hair,0.0,Neutral,0,non-negative affect
im trying prove point son weeb still successful,0.586,Positve,0,non-negative affect
hahahah youre even weeb fap porn,0.0,Neutral,0,non-negative affect
son already wins gender lottery tqvm,0.572,Positve,0,non-negative affect
stop yer moanin havent black hair years,-0.296,Negative,1,high negative affect
son going tell son mat surau ramai gay,0.0,Neutral,0,non-negative affect
wait wait came wrongly deletes,0.0,Neutral,0,non-negative affect
son going memorize point pokemon names years old else imma whoop ass,-0.542,Negative,1,high negative affect
gen best muk best design ever fight,0.778,Positve,0,non-negative affect
add extra ringgit go colours colours,0.0,Neutral,0,non-negative affect
lightsabers made crystals lore colour crystal determine colour saber,0.0,Neutral,0,non-negative affect
royalties,0.0,Neutral,0,non-negative affect
huril says ask parents first also said u cute jk im one said,0.599,Positve,0,non-negative affect
negotiable,0.0,Neutral,0,non-negative affect
person hate breathes us omg hell breathing nerve hoe,-0.852,Negative,1,high negative affect
asks mach,0.0,Neutral,0,non-negative affect
plastic toy,0.0,Neutral,0,non-negative affect
called sports bra helps fasten chest stuff httpstcoguhzrfvh,0.382,Positve,0,non-negative affect
adi girl wants adopt tampc,0.178,Positve,0,non-negative affect
want adi already drowning pussies,0.077,Positve,0,non-negative affect
ya huril said serious else kitten dies,-0.077,Negative,1,high negative affect
ady friend asks serious,0.44,Positve,0,non-negative affect
dang youre right k cancel,-0.25,Negative,1,high negative affect
shall remain secret,0.0,Neutral,0,non-negative affect
sleeker still suggestions,0.0,Neutral,0,non-negative affect
rt black saber potray heart,0.0,Neutral,0,non-negative affect
theres still needs altered lightsaber lacks personality personality,0.0,Neutral,0,non-negative affect
checked holy shit benda ni amazon dollars je kot people crack,-0.44,Negative,1,high negative affect
street wait takfaham,0.0,Neutral,0,non-negative affect
salamance kid dragonair fight httpstcopcmoejym,-0.382,Negative,1,high negative affect
dont girlfriend,0.0,Neutral,0,non-negative affect
nobody charges something doesnt even weigh half kilogram,-0.273,Negative,1,high negative affect
otomatone costs rm company states free shipping check cart theyre charging rm tf u scammin,0.511,Positve,0,non-negative affect
rt asking otamatone get amazon chocobo theme final fantasy,0.178,Positve,0,non-negative affect
rt friend u ok yeah brain httpstcocbrvj,0.765,Positve,0,non-negative affect
sup cheese,0.0,Neutral,0,non-negative affect
make choice saving kidnapped son hostages queuing le figure id choose figure,0.0,Neutral,0,non-negative affect
like read mind,0.361,Positve,0,non-negative affect
release date tba price hee,0.0,Neutral,0,non-negative affect
also im currently eyeing one also far well made rah figure ever two different companie httpstcoetrqshsntc,0.273,Positve,0,non-negative affect
oh right release date august price around,0.0,Neutral,0,non-negative affect
figma corrin far well made figma ever httpstcovhyzqjv,0.273,Positve,0,non-negative affect
provide email option emails cant pass gosh sends tweet facebook message well,0.273,Positve,0,non-negative affect
thing pretty hard believe shes stray,0.421,Positve,0,non-negative affect
sure cant look vomit reason makes gag,-0.026,Neutral,0,non-negative affect
oh god httpstcohomhjxw,0.273,Positve,0,non-negative affect
last rt watch til end haha,0.459,Positve,0,non-negative affect
rt watch ending yuri ice httpstcoroer,0.0,Neutral,0,non-negative affect
second pic thought holding lightsaber lol thats need see doctor need help sakit teruk da httpstcoxibzuecd,0.67,Positve,0,non-negative affect
still high quality though beli la satu suit teruih,0.0,Neutral,0,non-negative affect
small small world haha patutlah nama dia familiar,0.459,Positve,0,non-negative affect
asked professor shes going postretirement said wanted write book turns wrote buku text form amp,0.0,Neutral,0,non-negative affect
hahaha sorry love lightsabers much,0.818,Positve,0,non-negative affect
rt buy damn light saber azfar,-0.402,Negative,1,high negative affect
hello wondering much saber costs opening orders,0.0,Neutral,0,non-negative affect
order january arrive augustchances wont malaysia already sigh,-0.019,Neutral,0,non-negative affect
budget around rm tailor accordance budget,0.0,Neutral,0,non-negative affect
problem take weeks madethats long months,-0.402,Negative,1,high negative affect
holy crap company makes custom sabers lets design build,-0.382,Negative,1,high negative affect
rt pls dont see sitting alone httpstcokhxhcsyai,0.259,Positve,0,non-negative affect
rt never let stranger sit youll surprised tales tell httpstcoxoxmphbti,0.226,Positve,0,non-negative affect
pakej haji k basically snags easier route everything fyi,0.557,Positve,0,non-negative affect
strive achieve balance world hereafter ukur berapa kali dia pergi hajin httpstconvhjlhr,0.0,Neutral,0,non-negative affect
look like could roll die minute,-0.34,Negative,1,high negative affect
probably late face looks kinda old well,0.207,Positve,0,non-negative affect
rt sister literally gave exact gift httpstcoklsyzmt,0.44,Positve,0,non-negative affect
like two assume im gonna getting hit car omw exam hall,0.361,Positve,0,non-negative affect
um im final exam starts byee,0.0,Neutral,0,non-negative affect
wait two kl,0.0,Neutral,0,non-negative affect
rt crying one shooting star sky full dreams httpstcohwjqsqct,-0.103,Negative,1,high negative affect
steam phone topup functionality something little kids asking game late night,0.0,Neutral,0,non-negative affect
nah really responded acceptable answer youre still invalid,0.291,Positve,0,non-negative affect
ok really bimbo wannabe pls mereput somewhere else,0.414,Positve,0,non-negative affect
good maintain different persona people lower guards know youre dumb alr established,-0.382,Negative,1,high negative affect
girls different things put every day sometimes mix shampoo conditioner thats things,0.0,Neutral,0,non-negative affect
rt im religious homo today,0.0,Neutral,0,non-negative affect
rt rt u r ugly bij,-0.511,Negative,1,high negative affect
rt called lukewarm like isnt medium warm luke,0.21,Positve,0,non-negative affect
could ever ask mean sure dont flawless skin heyyy least dont need use different products,-0.103,Negative,1,high negative affect
one things im grateful face fact dont need wash use products maintain,0.459,Positve,0,non-negative affect
blooooock,0.0,Neutral,0,non-negative affect
dat booty tho,0.0,Neutral,0,non-negative affect
aiyo english deteriorated point overlooked word intend intent thats delete thread,-0.026,Neutral,0,non-negative affect
gee sourpuss suck sweets whydontcha,0.077,Positve,0,non-negative affect
rt need sugar daddy sugar daddy hey beautiful httpstcolhipiqnak,0.599,Positve,0,non-negative affect
